User_ID,User_Type,Start_Location,Temperature_C,Route_Preference,Hydration_Stops_Clicked,Premium_Plan_Purchased,Cooling_Kit_Revenue_AED,App_Rating
10392,Daily Commuter,DIFC,46,Metro-Taxi Combo,2,0,,5
10393,Daily Commuter,Deira,47,Metro-Taxi Combo,2,0,,4
10394,Daily Commuter,Deira,41,Shaded Walking,1,0,,5
10395,Tourist,Deira,43,Indoor Shortcut,4,0,45.0,4
10396,Leisure Resident,DIFC,44,Shaded Walking,1,0,,-1
10397,Leisure Resident,DIFC,35,Metro-Taxi Combo,4,0,75.0,5
10398,Daily Commuter,Downtown Dubai,38,Indoor Shortcut,0,0,45.0,5
10399,Daily Commuter,Jumeirah,33,Metro-Taxi Combo,2,1,,5
10400,Daily Commuter,Deira,46,Metro-Taxi Combo,2,0,,5
10401,Tourist,Jumeirah,39,Shaded Walking,1,1,,5
10402,Leisure Resident,DIFC,38,Shaded Walking,4,0,,5
10403,Daily Commuter,DIFC,46,Indoor Shortcut,2,0,,5
10404,Leisure Resident,DIFC,45,Indoor Shortcut,4,0,,5
10405,Tourist,Jumeirah,39,Indoor Shortcut,2,1,,5
10406,Leisure Resident,DIFC,43,Metro-Taxi Combo,3,1,,5
10407,Daily Commuter,Downtown Dubai,44,Shaded Walking,3,0,,5
10408,Tourist,DIFC,42,Shaded Walking,1,0,,5
10409,Leisure Resident,Marina,48,Shaded Walking,0,0,,4
10410,Tourist,Jumeirah,48,Indoor Shortcut,1,0,,4
10411,Tourist,Marina,35,Shaded Walking,2,0,75.0,3
10412,Leisure Resident,DIFC,39,Shaded Walking,2,0,,5
10413,Leisure Resident,Downtown Dubai,36,Shaded Walking,4,1,,4
10414,Daily Commuter,Deira,47,Indoor Shortcut,1,1,,-1
10415,Daily Commuter,DIFC,35,Shaded Walking,3,0,,5
10416,Daily Commuter,Downtown Dubai,46,Indoor Shortcut,4,0,,5
10417,Tourist,Jumeirah,43,Shaded Walking,4,1,,4
10418,Tourist,Marina,36,Shaded Walking,1,0,,5
10419,Daily Commuter,Marina,47,Shaded Walking,2,1,,5
10420,Daily Commuter,Marina,45,Indoor Shortcut,3,0,,5
10421,Daily Commuter,Jumeirah,41,Indoor Shortcut,0,1,,4
10422,Daily Commuter,Downtown Dubai,38,Shaded Walking,1,0,,5
10423,Tourist,Jumeirah,44,Metro-Taxi Combo,2,0,,5
10424,Daily Commuter,Marina,36,Indoor Shortcut,3,0,,5
10425,Tourist,DIFC,34,Indoor Shortcut,2,1,,5
10426,Daily Commuter,Deira,46,Shaded Walking,1,0,,5
10427,Daily Commuter,Jumeirah,35,Metro-Taxi Combo,1,1,,5
10428,Leisure Resident,Jumeirah,46,Shaded Walking,0,0,45.0,5
10429,Daily Commuter,Downtown Dubai,45,Indoor Shortcut,2,0,,5
10430,Tourist,Downtown Dubai,44,Indoor Shortcut,2,0,,5
10431,Tourist,Jumeirah,41,Shaded Walking,1,0,,4
10432,Daily Commuter,Marina,36,Shaded Walking,2,0,,4
10433,Daily Commuter,Deira,37,Metro-Taxi Combo,3,0,75.0,4
10434,Tourist,Downtown Dubai,35,Metro-Taxi Combo,2,0,,1
10435,Tourist,Marina,33,Indoor Shortcut,2,0,,4
10436,Daily Commuter,DIFC,47,Metro-Taxi Combo,3,0,,1
10437,Tourist,Downtown Dubai,36,Metro-Taxi Combo,2,0,,5
10438,Leisure Resident,Marina,35,Indoor Shortcut,2,0,,4
10439,Daily Commuter,Marina,44,Indoor Shortcut,1,0,,4
10440,Tourist,Deira,33,Indoor Shortcut,4,0,,5
10441,Tourist,Deira,44,Indoor Shortcut,5,0,45.0,5
10442,Leisure Resident,DIFC,42,Shaded Walking,1,1,75.0,5
10443,Daily Commuter,Marina,35,Indoor Shortcut,1,1,,5
10444,Daily Commuter,Marina,46,Indoor Shortcut,4,1,,4
10445,Leisure Resident,Deira,35,Indoor Shortcut,2,0,,4
10446,Leisure Resident,Downtown Dubai,40,Metro-Taxi Combo,4,0,45.0,4
10447,Leisure Resident,Downtown Dubai,38,Indoor Shortcut,3,0,,4
10448,Daily Commuter,Jumeirah,37,Shaded Walking,2,0,,4
10449,Daily Commuter,Deira,37,Shaded Walking,2,0,,-1
10450,Tourist,Jumeirah,46,Indoor Shortcut,0,0,,1
10451,Daily Commuter,Deira,46,Shaded Walking,2,0,,4
10452,Daily Commuter,DIFC,40,Metro-Taxi Combo,0,0,,4
10453,Daily Commuter,Marina,35,Indoor Shortcut,4,0,45.0,5
10454,Leisure Resident,DIFC,36,Shaded Walking,3,1,,4
10455,Tourist,Deira,42,Shaded Walking,3,0,,4
10456,Daily Commuter,Marina,36,Indoor Shortcut,0,0,,3
10457,Tourist,Downtown Dubai,35,Shaded Walking,4,0,,4
10458,Daily Commuter,Downtown Dubai,43,Indoor Shortcut,2,0,,3
10459,Tourist,Jumeirah,33,Shaded Walking,1,0,,5
10460,Tourist,Deira,44,Metro-Taxi Combo,1,0,,3
10461,Tourist,Deira,41,Shaded Walking,3,0,,5
10462,Daily Commuter,Downtown Dubai,40,Shaded Walking,2,1,,5
10463,Daily Commuter,DIFC,41,Indoor Shortcut,1,0,,5
10464,Daily Commuter,Marina,38,Shaded Walking,2,0,,4
10465,Leisure Resident,DIFC,35,Indoor Shortcut,1,0,,4
10466,Daily Commuter,DIFC,41,Metro-Taxi Combo,2,0,,3
10467,Tourist,Downtown Dubai,34,Indoor Shortcut,3,0,,5
10468,Leisure Resident,Downtown Dubai,33,Indoor Shortcut,2,0,,5
10469,Tourist,Downtown Dubai,41,Shaded Walking,1,0,,4
10470,Leisure Resident,Jumeirah,33,Metro-Taxi Combo,0,1,75.0,5
10471,Tourist,DIFC,33,Indoor Shortcut,0,0,45.0,5
10472,Leisure Resident,Deira,48,Shaded Walking,1,0,,5
10473,Tourist,Marina,47,Shaded Walking,2,0,,3
10474,Leisure Resident,Jumeirah,47,Indoor Shortcut,2,0,,5
10475,Daily Commuter,Deira,45,Shaded Walking,2,0,45.0,3
10476,Leisure Resident,DIFC,38,Indoor Shortcut,1,1,,5
10477,Tourist,Downtown Dubai,42,Indoor Shortcut,1,0,,4
10478,Daily Commuter,DIFC,32,Indoor Shortcut,2,0,,3
10479,Leisure Resident,Marina,42,Metro-Taxi Combo,0,0,45.0,5
10480,Daily Commuter,Jumeirah,35,Indoor Shortcut,1,0,,5
10481,Daily Commuter,Jumeirah,38,Shaded Walking,3,0,,4
10482,Daily Commuter,Marina,46,Metro-Taxi Combo,0,0,,2
10483,Daily Commuter,Deira,43,Shaded Walking,0,0,,5
10484,Daily Commuter,Deira,48,Metro-Taxi Combo,1,0,,5
10485,Daily Commuter,Jumeirah,32,Metro-Taxi Combo,1,0,,5
10486,Leisure Resident,Jumeirah,42,Metro-Taxi Combo,0,0,45.0,5
10487,Tourist,Downtown Dubai,32,Metro-Taxi Combo,2,0,45.0,3
10488,Tourist,Deira,46,Shaded Walking,2,0,75.0,5
10489,Leisure Resident,Marina,41,Indoor Shortcut,2,0,,5
10490,Leisure Resident,Deira,38,Shaded Walking,0,1,,5
10491,Daily Commuter,Downtown Dubai,33,Indoor Shortcut,3,0,,3
10492,Daily Commuter,Jumeirah,41,Shaded Walking,0,1,,5
10493,Tourist,Jumeirah,35,Metro-Taxi Combo,2,0,,5
10494,Tourist,Downtown Dubai,43,Metro-Taxi Combo,3,0,,5
10495,Daily Commuter,Marina,42,Indoor Shortcut,4,1,,5
10496,Daily Commuter,Jumeirah,39,Indoor Shortcut,2,0,75.0,5
10497,Daily Commuter,DIFC,42,Shaded Walking,2,0,,5
10498,Tourist,Jumeirah,42,Indoor Shortcut,1,0,,4
10499,Leisure Resident,DIFC,44,Shaded Walking,4,0,,4
10500,Leisure Resident,Downtown Dubai,34,Indoor Shortcut,3,0,,5
10501,Daily Commuter,Downtown Dubai,43,Indoor Shortcut,3,0,45.0,5
10502,Daily Commuter,Jumeirah,34,Indoor Shortcut,2,0,,3
10503,Tourist,Deira,41,Metro-Taxi Combo,1,1,,5
10504,Leisure Resident,DIFC,48,Metro-Taxi Combo,3,1,,4
10505,Daily Commuter,Marina,33,Shaded Walking,1,0,,4
10506,Tourist,Jumeirah,48,Indoor Shortcut,0,0,,5
10507,Leisure Resident,Marina,47,Shaded Walking,3,0,,5
10508,Leisure Resident,Jumeirah,33,Indoor Shortcut,2,0,,1
10509,Leisure Resident,Deira,37,Metro-Taxi Combo,3,0,,5
10510,Daily Commuter,Deira,41,Metro-Taxi Combo,3,0,,5
10511,Daily Commuter,Deira,41,Indoor Shortcut,0,0,,5
10512,Daily Commuter,Deira,39,Indoor Shortcut,3,0,45.0,4
10513,Leisure Resident,Downtown Dubai,32,Metro-Taxi Combo,2,0,,5
10514,Leisure Resident,Downtown Dubai,44,Metro-Taxi Combo,2,0,,4
10515,Tourist,DIFC,40,Shaded Walking,3,0,,4
10516,Tourist,Marina,41,Metro-Taxi Combo,1,0,,5
10517,Daily Commuter,Jumeirah,46,Indoor Shortcut,1,0,,5
10518,Leisure Resident,Jumeirah,36,Shaded Walking,2,1,,2
10519,Leisure Resident,Downtown Dubai,47,Indoor Shortcut,1,0,,5
10520,Tourist,Jumeirah,44,Shaded Walking,0,1,,5
10521,Daily Commuter,Downtown Dubai,42,Indoor Shortcut,2,0,,5
10522,Daily Commuter,DIFC,40,Metro-Taxi Combo,4,0,,5
10523,Leisure Resident,Marina,47,Indoor Shortcut,2,0,,4
10524,Leisure Resident,DIFC,33,Shaded Walking,0,0,,5
10525,Leisure Resident,Deira,33,Indoor Shortcut,1,0,,4
10526,Daily Commuter,Deira,43,Shaded Walking,5,0,,5
10527,Daily Commuter,Deira,39,Indoor Shortcut,4,0,,4
10528,Tourist,DIFC,40,Metro-Taxi Combo,4,1,,4
10529,Tourist,Jumeirah,43,Metro-Taxi Combo,4,0,,5
10530,Leisure Resident,Marina,40,Indoor Shortcut,3,0,,4
10531,Leisure Resident,Deira,41,Indoor Shortcut,2,0,45.0,4
10532,Leisure Resident,Deira,33,Indoor Shortcut,1,0,45.0,4
10533,Leisure Resident,Deira,47,Shaded Walking,1,0,,5
10534,Daily Commuter,Marina,38,Indoor Shortcut,1,0,,5
10535,Daily Commuter,Deira,33,Indoor Shortcut,0,0,,4
10536,Leisure Resident,Marina,32,Shaded Walking,1,0,,4
10537,Leisure Resident,Deira,35,Metro-Taxi Combo,4,0,,4
10538,Tourist,DIFC,33,Indoor Shortcut,0,0,,5
10539,Daily Commuter,DIFC,45,Indoor Shortcut,1,0,,5
10540,Tourist,Marina,33,Metro-Taxi Combo,3,0,,3
10541,Leisure Resident,DIFC,46,Metro-Taxi Combo,1,0,,4
10542,Daily Commuter,Marina,43,Shaded Walking,2,0,,4
10543,Tourist,DIFC,36,Indoor Shortcut,1,1,,4
10544,Daily Commuter,DIFC,38,Indoor Shortcut,2,0,,4
10545,Daily Commuter,Marina,41,Shaded Walking,3,0,,5
10546,Daily Commuter,Jumeirah,45,Metro-Taxi Combo,1,0,,4
10547,Tourist,DIFC,45,Shaded Walking,5,0,,5
10548,Daily Commuter,Deira,36,Metro-Taxi Combo,5,0,,5
10549,Daily Commuter,Jumeirah,45,Shaded Walking,1,0,,4
10550,Daily Commuter,Marina,33,Metro-Taxi Combo,0,0,,5
10551,Daily Commuter,Jumeirah,43,Shaded Walking,1,0,,5
10552,Leisure Resident,Downtown Dubai,37,Metro-Taxi Combo,3,0,,4
10553,Daily Commuter,Downtown Dubai,35,Metro-Taxi Combo,1,1,,5
10554,Daily Commuter,DIFC,44,Metro-Taxi Combo,0,0,,4
10555,Leisure Resident,DIFC,35,Metro-Taxi Combo,3,1,,5
10556,Daily Commuter,Deira,45,Metro-Taxi Combo,2,0,,5
10557,Tourist,Jumeirah,47,Indoor Shortcut,0,0,,5
10558,Tourist,Downtown Dubai,35,Metro-Taxi Combo,0,0,,5
10559,Daily Commuter,DIFC,32,Indoor Shortcut,1,0,,5
10560,Daily Commuter,Jumeirah,44,Metro-Taxi Combo,2,0,,5
10561,Daily Commuter,DIFC,35,Indoor Shortcut,1,1,,5
10562,Tourist,DIFC,37,Indoor Shortcut,0,0,,4
10563,Tourist,Downtown Dubai,34,Shaded Walking,3,0,,5
10564,Tourist,Downtown Dubai,44,Metro-Taxi Combo,0,0,,3
10565,Daily Commuter,DIFC,47,Shaded Walking,2,0,,3
10566,Daily Commuter,Marina,36,Shaded Walking,1,0,,5
10567,Daily Commuter,DIFC,35,Metro-Taxi Combo,1,0,45.0,3
10568,Daily Commuter,DIFC,39,Shaded Walking,3,0,,4
10569,Leisure Resident,Deira,45,Metro-Taxi Combo,2,0,,5
10570,Tourist,Deira,38,Shaded Walking,3,0,,1
10571,Daily Commuter,Deira,45,Metro-Taxi Combo,3,0,45.0,4
10572,Daily Commuter,Marina,37,Metro-Taxi Combo,5,0,,5
10573,Daily Commuter,Marina,43,Metro-Taxi Combo,2,0,,5
10574,Daily Commuter,DIFC,47,Indoor Shortcut,0,0,,5
10575,Leisure Resident,Deira,48,Shaded Walking,1,0,45.0,5
10576,Leisure Resident,Marina,44,Indoor Shortcut,1,0,,5
10577,Tourist,Downtown Dubai,45,Shaded Walking,2,1,,5
10578,Leisure Resident,DIFC,38,Shaded Walking,3,0,45.0,4
10579,Daily Commuter,Jumeirah,45,Shaded Walking,4,0,,5
10580,Tourist,DIFC,46,Indoor Shortcut,0,0,,5
10581,Daily Commuter,Jumeirah,43,Shaded Walking,1,0,,4
10582,Leisure Resident,Deira,48,Indoor Shortcut,2,0,,4
10583,Daily Commuter,Jumeirah,40,Metro-Taxi Combo,2,0,,1
10584,Tourist,Deira,46,Shaded Walking,3,0,45.0,5
10585,Daily Commuter,Downtown Dubai,43,Shaded Walking,1,0,,2
10586,Tourist,Jumeirah,33,Metro-Taxi Combo,1,0,,5
10587,Tourist,DIFC,36,Metro-Taxi Combo,2,1,,5
10588,Tourist,Deira,44,Shaded Walking,0,0,,5
10589,Tourist,DIFC,39,Metro-Taxi Combo,3,0,,4
10590,Tourist,Marina,45,Indoor Shortcut,3,0,,5
10591,Tourist,Deira,46,Indoor Shortcut,3,0,,4
10592,Daily Commuter,Jumeirah,42,Shaded Walking,3,0,45.0,5
10593,Tourist,Deira,32,Indoor Shortcut,2,0,,5
10594,Tourist,DIFC,34,Indoor Shortcut,5,0,,4
10595,Leisure Resident,Downtown Dubai,48,Shaded Walking,3,0,,5
10596,Daily Commuter,Deira,45,Metro-Taxi Combo,1,0,,4
10597,Daily Commuter,Jumeirah,39,Shaded Walking,4,0,,-1
10598,Tourist,Marina,44,Indoor Shortcut,2,0,45.0,1
10599,Tourist,Downtown Dubai,34,Shaded Walking,2,0,,4
10600,Tourist,Marina,36,Shaded Walking,0,0,,4
10601,Tourist,Deira,40,Indoor Shortcut,1,0,45.0,1
10602,Tourist,DIFC,37,Indoor Shortcut,2,0,,5
10603,Tourist,DIFC,33,Shaded Walking,1,1,,5
10604,Tourist,Jumeirah,44,Indoor Shortcut,3,0,,5
10605,Tourist,DIFC,36,Indoor Shortcut,5,0,45.0,4
10606,Daily Commuter,Downtown Dubai,39,Indoor Shortcut,2,0,,4
10607,Tourist,DIFC,32,Indoor Shortcut,2,0,,5
10608,Daily Commuter,Jumeirah,43,Indoor Shortcut,2,0,,4
10609,Daily Commuter,Deira,42,Indoor Shortcut,1,0,,5
10610,Daily Commuter,Deira,38,Metro-Taxi Combo,1,0,,5
10611,Tourist,DIFC,46,Shaded Walking,3,0,,3
10612,Daily Commuter,Marina,42,Indoor Shortcut,4,0,45.0,5
10613,Daily Commuter,Deira,47,Shaded Walking,2,0,,5
10614,Tourist,DIFC,34,Metro-Taxi Combo,4,0,,5
10615,Leisure Resident,Jumeirah,45,Indoor Shortcut,2,0,,4
10616,Leisure Resident,DIFC,34,Shaded Walking,3,1,,4
10617,Tourist,Deira,32,Indoor Shortcut,2,0,,4
10618,Tourist,Jumeirah,46,Indoor Shortcut,3,1,,4
10619,Leisure Resident,DIFC,32,Indoor Shortcut,2,0,,4
10620,Daily Commuter,Downtown Dubai,48,Indoor Shortcut,3,0,,5
10621,Tourist,Jumeirah,33,Indoor Shortcut,0,0,,5
10622,Tourist,Downtown Dubai,37,Indoor Shortcut,2,0,,5
10623,Daily Commuter,Marina,39,Indoor Shortcut,2,0,45.0,4
10624,Daily Commuter,Jumeirah,47,Metro-Taxi Combo,3,0,75.0,5
10625,Daily Commuter,Downtown Dubai,32,Metro-Taxi Combo,2,0,45.0,4
10626,Daily Commuter,Deira,34,Indoor Shortcut,0,0,,5
10627,Daily Commuter,Deira,34,Indoor Shortcut,1,0,45.0,5
10628,Daily Commuter,Marina,36,Metro-Taxi Combo,4,0,,5
10629,Tourist,Jumeirah,43,Metro-Taxi Combo,2,0,,-1
10630,Tourist,Jumeirah,43,Metro-Taxi Combo,2,0,45.0,5
10631,Daily Commuter,Jumeirah,44,Indoor Shortcut,1,0,,4
10632,Leisure Resident,Marina,40,Shaded Walking,2,0,,4
10633,Daily Commuter,Jumeirah,38,Shaded Walking,1,0,,4
10634,Daily Commuter,Deira,35,Shaded Walking,2,1,,1
10635,Tourist,Downtown Dubai,37,Shaded Walking,1,0,,5
10636,Daily Commuter,Deira,44,Indoor Shortcut,2,0,45.0,4
10637,Daily Commuter,Deira,42,Shaded Walking,1,0,,5
10638,Tourist,Downtown Dubai,44,Metro-Taxi Combo,3,0,,4
10639,Tourist,Deira,44,Metro-Taxi Combo,1,0,,4
10640,Daily Commuter,Marina,46,Shaded Walking,2,0,,5
10641,Tourist,Downtown Dubai,44,Metro-Taxi Combo,1,0,,4
10642,Tourist,Deira,42,Indoor Shortcut,0,1,,5
10643,Tourist,DIFC,39,Shaded Walking,1,0,,5
10644,Tourist,Deira,39,Shaded Walking,2,0,45.0,4
10645,Tourist,Marina,41,Indoor Shortcut,0,0,,5
10646,Leisure Resident,Jumeirah,47,Metro-Taxi Combo,2,0,,4
10647,Daily Commuter,Deira,42,Indoor Shortcut,2,0,,5
10648,Daily Commuter,Jumeirah,44,Indoor Shortcut,0,0,,5
10649,Daily Commuter,DIFC,40,Metro-Taxi Combo,1,0,,4
10650,Daily Commuter,Deira,47,Indoor Shortcut,2,0,,5
10651,Tourist,Downtown Dubai,38,Metro-Taxi Combo,0,0,,4
10652,Daily Commuter,Jumeirah,43,Metro-Taxi Combo,4,1,75.0,5
10653,Daily Commuter,DIFC,46,Indoor Shortcut,4,0,,5
10654,Daily Commuter,Downtown Dubai,45,Metro-Taxi Combo,1,0,,5
10655,Daily Commuter,Downtown Dubai,42,Indoor Shortcut,2,0,,5
10656,Tourist,Downtown Dubai,41,Metro-Taxi Combo,3,1,,4
10657,Tourist,Downtown Dubai,42,Shaded Walking,4,0,,-1
10658,Daily Commuter,Deira,37,Metro-Taxi Combo,3,0,,4
10659,Daily Commuter,Deira,33,Metro-Taxi Combo,1,0,,5
10660,Daily Commuter,Deira,42,Indoor Shortcut,3,1,,4
10661,Daily Commuter,DIFC,37,Metro-Taxi Combo,1,1,,-1
10662,Leisure Resident,DIFC,45,Shaded Walking,1,0,,5
10663,Daily Commuter,DIFC,37,Shaded Walking,1,0,,5
10664,Tourist,Marina,48,Metro-Taxi Combo,3,0,,3
10665,Tourist,DIFC,41,Metro-Taxi Combo,0,0,,5
10666,Tourist,Deira,32,Shaded Walking,3,0,,5
10667,Tourist,Deira,34,Indoor Shortcut,0,0,,5
10668,Tourist,Marina,39,Shaded Walking,2,0,,4
10669,Tourist,Marina,39,Shaded Walking,0,0,,4
10670,Tourist,DIFC,46,Metro-Taxi Combo,0,0,,3
10671,Tourist,Jumeirah,38,Metro-Taxi Combo,0,0,,4
10672,Leisure Resident,Marina,42,Shaded Walking,1,1,,4
10673,Tourist,Downtown Dubai,38,Indoor Shortcut,1,0,,4
10674,Daily Commuter,Deira,35,Shaded Walking,3,1,,4
10675,Daily Commuter,Downtown Dubai,43,Shaded Walking,1,1,,4
10676,Leisure Resident,Deira,37,Indoor Shortcut,0,0,,3
10677,Tourist,Deira,45,Shaded Walking,3,0,,5
10678,Daily Commuter,Marina,43,Shaded Walking,2,1,,5
10679,Leisure Resident,Marina,42,Metro-Taxi Combo,1,0,,4
10680,Leisure Resident,Downtown Dubai,36,Indoor Shortcut,1,0,,5
10681,Leisure Resident,Deira,45,Metro-Taxi Combo,3,0,,5
10682,Tourist,Downtown Dubai,47,Metro-Taxi Combo,3,0,,5
10683,Tourist,Jumeirah,44,Indoor Shortcut,1,0,,4
10684,Daily Commuter,Downtown Dubai,35,Indoor Shortcut,2,0,,4
10685,Leisure Resident,DIFC,42,Shaded Walking,3,0,,5
10686,Daily Commuter,Downtown Dubai,48,Metro-Taxi Combo,2,0,,4
10687,Daily Commuter,DIFC,38,Indoor Shortcut,1,0,,2
10688,Tourist,DIFC,45,Metro-Taxi Combo,2,0,,3
10689,Daily Commuter,DIFC,42,Metro-Taxi Combo,1,0,45.0,2
10690,Tourist,Jumeirah,40,Indoor Shortcut,2,0,,-1
10691,Tourist,Downtown Dubai,44,Shaded Walking,4,0,,4
10692,Daily Commuter,Downtown Dubai,42,Metro-Taxi Combo,1,1,,5
10693,Daily Commuter,Jumeirah,46,Indoor Shortcut,0,0,,-1
10694,Tourist,Deira,32,Shaded Walking,1,0,,5
10695,Tourist,Marina,35,Metro-Taxi Combo,4,0,,2
10696,Daily Commuter,Downtown Dubai,45,Indoor Shortcut,2,0,,3
10697,Tourist,Marina,45,Metro-Taxi Combo,0,0,45.0,4
10698,Daily Commuter,Jumeirah,34,Indoor Shortcut,1,0,,4
10699,Tourist,Deira,48,Indoor Shortcut,0,0,45.0,5
10700,Daily Commuter,Deira,34,Metro-Taxi Combo,3,0,,4
10701,Daily Commuter,Deira,47,Metro-Taxi Combo,1,0,45.0,5
10702,Tourist,Jumeirah,45,Indoor Shortcut,2,0,,5
10703,Tourist,DIFC,44,Shaded Walking,2,0,,5
10704,Tourist,DIFC,46,Metro-Taxi Combo,3,0,,5
10705,Tourist,Marina,45,Indoor Shortcut,2,0,,3
10706,Leisure Resident,DIFC,37,Indoor Shortcut,1,0,,4
10707,Tourist,DIFC,41,Shaded Walking,4,0,,3
10708,Leisure Resident,Deira,46,Shaded Walking,2,0,,3
10709,Tourist,Deira,37,Shaded Walking,2,0,,5
10710,Daily Commuter,Marina,41,Metro-Taxi Combo,1,0,,4
10711,Daily Commuter,Downtown Dubai,38,Indoor Shortcut,4,0,,4
10712,Daily Commuter,Marina,48,Indoor Shortcut,1,0,,-1
10713,Daily Commuter,Marina,48,Indoor Shortcut,3,0,,4
10714,Daily Commuter,Jumeirah,40,Shaded Walking,2,0,,5
10715,Tourist,Jumeirah,41,Indoor Shortcut,1,0,,3
10716,Leisure Resident,Marina,41,Metro-Taxi Combo,1,0,,4
10717,Leisure Resident,Marina,38,Shaded Walking,0,0,,5
10718,Leisure Resident,Marina,47,Shaded Walking,1,1,,5
10719,Tourist,DIFC,37,Shaded Walking,1,1,45.0,4
10720,Daily Commuter,Jumeirah,32,Shaded Walking,1,0,,3
10721,Leisure Resident,Marina,32,Metro-Taxi Combo,3,0,,4
10722,Tourist,Deira,43,Indoor Shortcut,2,0,,3
10723,Tourist,Deira,33,Metro-Taxi Combo,3,0,,4
10724,Daily Commuter,DIFC,35,Indoor Shortcut,0,0,,5
10725,Daily Commuter,DIFC,48,Metro-Taxi Combo,1,0,,3
10726,Leisure Resident,Downtown Dubai,35,Shaded Walking,1,0,,4
10727,Tourist,Downtown Dubai,42,Shaded Walking,5,0,,5
10728,Daily Commuter,Downtown Dubai,35,Metro-Taxi Combo,5,0,,4
10729,Tourist,DIFC,32,Metro-Taxi Combo,3,0,,1
10730,Tourist,DIFC,38,Indoor Shortcut,3,0,,-1
10731,Tourist,DIFC,40,Metro-Taxi Combo,2,0,,4
10732,Leisure Resident,Deira,34,Metro-Taxi Combo,2,0,45.0,5
10733,Daily Commuter,DIFC,39,Indoor Shortcut,2,0,,4
10734,Daily Commuter,Deira,35,Indoor Shortcut,0,0,,4
10735,Daily Commuter,Downtown Dubai,42,Indoor Shortcut,2,0,45.0,4
10736,Leisure Resident,Downtown Dubai,45,Metro-Taxi Combo,1,0,,4
10737,Daily Commuter,Downtown Dubai,47,Indoor Shortcut,2,1,45.0,2
10738,Leisure Resident,Marina,34,Shaded Walking,2,1,,4
10739,Daily Commuter,Marina,46,Shaded Walking,4,0,,5
10740,Daily Commuter,Jumeirah,35,Shaded Walking,4,0,,5
10741,Daily Commuter,Jumeirah,36,Metro-Taxi Combo,2,0,,3
10742,Tourist,Jumeirah,48,Shaded Walking,2,0,,5
10743,Daily Commuter,Marina,38,Metro-Taxi Combo,4,1,,5
10744,Daily Commuter,Marina,47,Metro-Taxi Combo,2,0,,5
10745,Tourist,Jumeirah,45,Shaded Walking,4,1,,3
10746,Leisure Resident,Jumeirah,47,Indoor Shortcut,0,0,,5
10747,Daily Commuter,DIFC,38,Metro-Taxi Combo,0,0,,4
10748,Daily Commuter,Jumeirah,40,Shaded Walking,2,0,,4
10749,Leisure Resident,DIFC,35,Metro-Taxi Combo,2,0,45.0,5
10750,Daily Commuter,Deira,42,Indoor Shortcut,3,0,,5
10751,Tourist,Marina,33,Indoor Shortcut,3,0,,5
10752,Leisure Resident,Jumeirah,43,Shaded Walking,4,0,,5
10753,Daily Commuter,Marina,43,Metro-Taxi Combo,1,0,,1
10754,Tourist,Marina,35,Metro-Taxi Combo,2,0,,5
10755,Tourist,Marina,38,Metro-Taxi Combo,1,0,,3
10756,Daily Commuter,Deira,32,Metro-Taxi Combo,1,0,,4
10757,Daily Commuter,Downtown Dubai,44,Shaded Walking,5,0,,5
10758,Daily Commuter,Jumeirah,37,Indoor Shortcut,1,0,,4
10759,Leisure Resident,Downtown Dubai,37,Shaded Walking,3,1,45.0,5
10760,Daily Commuter,Downtown Dubai,43,Metro-Taxi Combo,1,0,45.0,4
10761,Tourist,Downtown Dubai,39,Metro-Taxi Combo,0,0,,5
10762,Tourist,Marina,36,Indoor Shortcut,1,0,,4
10763,Tourist,DIFC,36,Metro-Taxi Combo,0,0,,4
10764,Daily Commuter,Marina,41,Shaded Walking,1,0,,5
10765,Tourist,Marina,32,Shaded Walking,3,1,,3
10766,Daily Commuter,Downtown Dubai,41,Indoor Shortcut,2,1,,5
10767,Daily Commuter,Marina,36,Shaded Walking,1,0,,5
10768,Leisure Resident,Downtown Dubai,43,Shaded Walking,3,0,,5
10769,Tourist,DIFC,38,Shaded Walking,3,0,,5
10770,Leisure Resident,Jumeirah,40,Shaded Walking,0,0,,4
10771,Tourist,Downtown Dubai,43,Metro-Taxi Combo,2,0,,5
10772,Leisure Resident,DIFC,32,Shaded Walking,1,0,,3
10773,Tourist,Jumeirah,42,Indoor Shortcut,2,0,,4
10774,Daily Commuter,Deira,46,Indoor Shortcut,0,0,,3
10775,Daily Commuter,Downtown Dubai,33,Shaded Walking,3,0,,5
10776,Tourist,Downtown Dubai,38,Indoor Shortcut,2,1,,5
10777,Tourist,Deira,43,Shaded Walking,4,0,45.0,5
10778,Daily Commuter,Deira,34,Indoor Shortcut,1,0,45.0,5
10779,Daily Commuter,Downtown Dubai,38,Indoor Shortcut,4,0,,5
10780,Daily Commuter,Deira,42,Shaded Walking,1,0,,5
10781,Daily Commuter,Marina,43,Shaded Walking,1,0,,4
10782,Daily Commuter,Jumeirah,37,Metro-Taxi Combo,0,0,45.0,5
10783,Tourist,Jumeirah,36,Shaded Walking,4,0,,5
10784,Tourist,Jumeirah,32,Shaded Walking,4,1,,4
10785,Tourist,Marina,43,Metro-Taxi Combo,2,0,,5
10786,Leisure Resident,Deira,42,Shaded Walking,2,0,,4
10787,Daily Commuter,DIFC,35,Shaded Walking,2,0,75.0,5
10788,Daily Commuter,Deira,35,Metro-Taxi Combo,2,0,,5
