User_ID,User_Type,Start_Location,Temperature_C,Route_Preference,Hydration_Stops_Clicked,Premium_Plan_Purchased,Cooling_Kit_Revenue_AED,App_Rating,Total_Revenue_AED,Heat_Severity
10255,Tourist,Downtown Dubai,35,Shaded Walking,0,1,0.0,3,20.0,Moderate Summer (<42°C)
10256,Daily Commuter,Downtown Dubai,48,Indoor Shortcut,3,0,0.0,4,0.0,Extreme (>42°C)
10257,Leisure Resident,Marina,45,Shaded Walking,3,0,0.0,4,0.0,Extreme (>42°C)
10258,Daily Commuter,Downtown Dubai,45,Metro-Taxi Combo,2,0,0.0,5,0.0,Extreme (>42°C)
10259,Daily Commuter,Deira,44,Indoor Shortcut,4,0,0.0,5,0.0,Extreme (>42°C)
10260,Tourist,Deira,38,Shaded Walking,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10261,Daily Commuter,Deira,43,Indoor Shortcut,4,1,0.0,3,20.0,Extreme (>42°C)
10262,Leisure Resident,Marina,46,Indoor Shortcut,1,0,0.0,5,0.0,Extreme (>42°C)
10263,Tourist,Deira,42,Shaded Walking,2,1,0.0,5,20.0,Moderate Summer (<42°C)
10264,Daily Commuter,Downtown Dubai,46,Indoor Shortcut,1,0,0.0,5,0.0,Extreme (>42°C)
10265,Leisure Resident,Jumeirah,43,Indoor Shortcut,1,0,0.0,4,0.0,Extreme (>42°C)
10266,Daily Commuter,Jumeirah,34,Indoor Shortcut,4,1,0.0,5,20.0,Moderate Summer (<42°C)
10267,Daily Commuter,DIFC,48,Indoor Shortcut,0,0,0.0,5,0.0,Extreme (>42°C)
10268,Daily Commuter,Downtown Dubai,34,Metro-Taxi Combo,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10269,Daily Commuter,Deira,35,Indoor Shortcut,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10270,Tourist,Jumeirah,34,Indoor Shortcut,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10271,Leisure Resident,Downtown Dubai,47,Shaded Walking,2,0,0.0,5,0.0,Extreme (>42°C)
10272,Leisure Resident,Jumeirah,43,Metro-Taxi Combo,1,0,0.0,5,0.0,Extreme (>42°C)
10273,Leisure Resident,Deira,39,Shaded Walking,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10274,Leisure Resident,Jumeirah,48,Shaded Walking,3,0,0.0,5,0.0,Extreme (>42°C)
10275,Daily Commuter,DIFC,38,Shaded Walking,3,0,0.0,3,0.0,Moderate Summer (<42°C)
10276,Daily Commuter,DIFC,42,Metro-Taxi Combo,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10277,Daily Commuter,Jumeirah,32,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10278,Daily Commuter,Downtown Dubai,34,Shaded Walking,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10279,Daily Commuter,Downtown Dubai,35,Shaded Walking,2,0,0.0,3,0.0,Moderate Summer (<42°C)
10280,Daily Commuter,Downtown Dubai,44,Indoor Shortcut,2,0,0.0,5,0.0,Extreme (>42°C)
10281,Leisure Resident,Jumeirah,37,Shaded Walking,4,0,0.0,5,0.0,Moderate Summer (<42°C)
10282,Tourist,Downtown Dubai,45,Metro-Taxi Combo,4,0,0.0,4,0.0,Extreme (>42°C)
10283,Daily Commuter,Deira,36,Metro-Taxi Combo,4,0,0.0,4,0.0,Moderate Summer (<42°C)
10284,Tourist,DIFC,47,Indoor Shortcut,2,0,0.0,4,0.0,Extreme (>42°C)
10285,Daily Commuter,Deira,46,Metro-Taxi Combo,2,0,0.0,2,0.0,Extreme (>42°C)
10286,Tourist,Downtown Dubai,46,Metro-Taxi Combo,0,0,0.0,5,0.0,Extreme (>42°C)
10287,Daily Commuter,Deira,35,Indoor Shortcut,2,1,0.0,4,20.0,Moderate Summer (<42°C)
10288,Daily Commuter,Downtown Dubai,39,Shaded Walking,1,1,0.0,5,20.0,Moderate Summer (<42°C)
10289,Tourist,Jumeirah,47,Indoor Shortcut,2,0,0.0,5,0.0,Extreme (>42°C)
10290,Daily Commuter,Deira,47,Shaded Walking,2,0,0.0,5,0.0,Extreme (>42°C)
10291,Tourist,Jumeirah,35,Shaded Walking,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10292,Tourist,Jumeirah,44,Metro-Taxi Combo,5,0,0.0,5,0.0,Extreme (>42°C)
10293,Leisure Resident,Marina,44,Indoor Shortcut,1,0,0.0,4,0.0,Extreme (>42°C)
10294,Daily Commuter,Downtown Dubai,33,Metro-Taxi Combo,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10295,Tourist,DIFC,34,Metro-Taxi Combo,2,1,0.0,5,20.0,Moderate Summer (<42°C)
10296,Daily Commuter,Downtown Dubai,39,Shaded Walking,3,1,0.0,4,20.0,Moderate Summer (<42°C)
10297,Daily Commuter,DIFC,46,Metro-Taxi Combo,4,0,0.0,5,0.0,Extreme (>42°C)
10298,Tourist,Downtown Dubai,42,Indoor Shortcut,1,0,0.0,3,0.0,Moderate Summer (<42°C)
10299,Daily Commuter,Jumeirah,40,Metro-Taxi Combo,0,0,0.0,3,0.0,Moderate Summer (<42°C)
10300,Tourist,Deira,38,Metro-Taxi Combo,4,0,0.0,5,0.0,Moderate Summer (<42°C)
10301,Tourist,Deira,44,Shaded Walking,3,0,0.0,5,0.0,Extreme (>42°C)
10302,Daily Commuter,Marina,33,Indoor Shortcut,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10303,Daily Commuter,DIFC,39,Metro-Taxi Combo,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10304,Daily Commuter,DIFC,38,Shaded Walking,4,0,0.0,4,0.0,Moderate Summer (<42°C)
10305,Daily Commuter,DIFC,43,Metro-Taxi Combo,3,0,0.0,5,0.0,Extreme (>42°C)
10306,Leisure Resident,Jumeirah,38,Indoor Shortcut,1,0,0.0,3,0.0,Moderate Summer (<42°C)
10307,Daily Commuter,DIFC,41,Metro-Taxi Combo,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10308,Tourist,Deira,47,Metro-Taxi Combo,4,0,0.0,5,0.0,Extreme (>42°C)
10309,Daily Commuter,Jumeirah,34,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10310,Tourist,Downtown Dubai,41,Metro-Taxi Combo,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10311,Daily Commuter,DIFC,37,Shaded Walking,3,0,0.0,3,0.0,Moderate Summer (<42°C)
10312,Tourist,DIFC,36,Indoor Shortcut,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10313,Tourist,Downtown Dubai,38,Metro-Taxi Combo,2,0,0.0,3,0.0,Moderate Summer (<42°C)
10314,Leisure Resident,DIFC,33,Indoor Shortcut,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10315,Leisure Resident,Downtown Dubai,42,Indoor Shortcut,3,0,0.0,2,0.0,Moderate Summer (<42°C)
10316,Daily Commuter,Jumeirah,44,Metro-Taxi Combo,1,1,0.0,5,20.0,Extreme (>42°C)
10317,Daily Commuter,Deira,36,Shaded Walking,1,0,0.0,3,0.0,Moderate Summer (<42°C)
10318,Tourist,Downtown Dubai,37,Indoor Shortcut,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10319,Tourist,Marina,45,Indoor Shortcut,1,1,0.0,5,20.0,Extreme (>42°C)
10320,Tourist,Downtown Dubai,43,Metro-Taxi Combo,1,0,0.0,5,0.0,Extreme (>42°C)
10321,Daily Commuter,DIFC,35,Metro-Taxi Combo,2,0,0.0,3,0.0,Moderate Summer (<42°C)
10322,Daily Commuter,Jumeirah,37,Metro-Taxi Combo,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10323,Daily Commuter,Jumeirah,41,Metro-Taxi Combo,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10324,Tourist,Downtown Dubai,46,Metro-Taxi Combo,1,0,0.0,5,0.0,Extreme (>42°C)
10325,Leisure Resident,Deira,39,Metro-Taxi Combo,1,0,0.0,2,0.0,Moderate Summer (<42°C)
10326,Daily Commuter,Marina,40,Shaded Walking,4,0,0.0,5,0.0,Moderate Summer (<42°C)
10327,Daily Commuter,Jumeirah,36,Indoor Shortcut,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10328,Daily Commuter,DIFC,41,Shaded Walking,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10329,Daily Commuter,DIFC,37,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10330,Tourist,Deira,47,Metro-Taxi Combo,0,0,0.0,5,0.0,Extreme (>42°C)
10331,Daily Commuter,Jumeirah,34,Indoor Shortcut,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10332,Daily Commuter,Downtown Dubai,41,Shaded Walking,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10333,Tourist,DIFC,42,Metro-Taxi Combo,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10334,Tourist,Deira,42,Metro-Taxi Combo,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10335,Tourist,Jumeirah,48,Indoor Shortcut,1,0,0.0,4,0.0,Extreme (>42°C)
10336,Tourist,Jumeirah,35,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10337,Leisure Resident,Jumeirah,35,Shaded Walking,4,0,0.0,4,0.0,Moderate Summer (<42°C)
10338,Daily Commuter,Jumeirah,48,Shaded Walking,2,0,0.0,3,0.0,Extreme (>42°C)
10339,Daily Commuter,Jumeirah,40,Metro-Taxi Combo,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10340,Tourist,DIFC,36,Indoor Shortcut,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10341,Daily Commuter,Deira,37,Indoor Shortcut,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10342,Daily Commuter,Jumeirah,34,Shaded Walking,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10343,Tourist,Marina,32,Metro-Taxi Combo,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10344,Daily Commuter,Marina,47,Shaded Walking,0,0,0.0,3,0.0,Extreme (>42°C)
10345,Daily Commuter,Deira,42,Indoor Shortcut,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10346,Daily Commuter,Downtown Dubai,44,Metro-Taxi Combo,1,0,0.0,5,0.0,Extreme (>42°C)
10347,Daily Commuter,Downtown Dubai,41,Shaded Walking,0,1,75.0,5,95.0,Moderate Summer (<42°C)
10348,Tourist,Downtown Dubai,34,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10349,Daily Commuter,Marina,40,Metro-Taxi Combo,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10350,Daily Commuter,Downtown Dubai,43,Indoor Shortcut,4,0,0.0,5,0.0,Extreme (>42°C)
10351,Daily Commuter,DIFC,45,Metro-Taxi Combo,3,0,0.0,5,0.0,Extreme (>42°C)
10352,Leisure Resident,Jumeirah,32,Shaded Walking,3,0,0.0,3,0.0,Moderate Summer (<42°C)
10353,Daily Commuter,Marina,48,Shaded Walking,1,0,0.0,5,0.0,Extreme (>42°C)
10354,Tourist,Deira,40,Shaded Walking,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10355,Tourist,Deira,40,Shaded Walking,3,1,0.0,4,20.0,Moderate Summer (<42°C)
10356,Daily Commuter,Jumeirah,41,Indoor Shortcut,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10357,Tourist,Marina,46,Indoor Shortcut,4,0,0.0,5,0.0,Extreme (>42°C)
10358,Daily Commuter,Downtown Dubai,36,Shaded Walking,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10359,Leisure Resident,Downtown Dubai,46,Indoor Shortcut,0,1,0.0,4,20.0,Extreme (>42°C)
10360,Daily Commuter,DIFC,33,Indoor Shortcut,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10361,Daily Commuter,DIFC,44,Indoor Shortcut,2,0,0.0,2,0.0,Extreme (>42°C)
10362,Daily Commuter,Downtown Dubai,47,Shaded Walking,1,0,0.0,5,0.0,Extreme (>42°C)
10363,Daily Commuter,Deira,46,Metro-Taxi Combo,1,0,0.0,5,0.0,Extreme (>42°C)
10364,Daily Commuter,Deira,41,Metro-Taxi Combo,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10365,Leisure Resident,DIFC,45,Metro-Taxi Combo,3,0,0.0,4,0.0,Extreme (>42°C)
10366,Daily Commuter,Jumeirah,41,Shaded Walking,1,0,0.0,3,0.0,Moderate Summer (<42°C)
10367,Leisure Resident,Downtown Dubai,45,Indoor Shortcut,0,0,0.0,5,0.0,Extreme (>42°C)
10368,Leisure Resident,DIFC,40,Indoor Shortcut,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10369,Tourist,DIFC,45,Shaded Walking,5,0,0.0,5,0.0,Extreme (>42°C)
10370,Tourist,Downtown Dubai,34,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10371,Tourist,Downtown Dubai,47,Metro-Taxi Combo,0,0,0.0,5,0.0,Extreme (>42°C)
10372,Tourist,Deira,33,Metro-Taxi Combo,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10373,Tourist,Jumeirah,41,Shaded Walking,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10374,Daily Commuter,Jumeirah,34,Metro-Taxi Combo,1,1,0.0,4,20.0,Moderate Summer (<42°C)
10375,Tourist,Downtown Dubai,42,Indoor Shortcut,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10376,Tourist,Marina,42,Shaded Walking,4,0,0.0,5,0.0,Moderate Summer (<42°C)
10377,Leisure Resident,DIFC,44,Shaded Walking,1,0,0.0,4,0.0,Extreme (>42°C)
10378,Tourist,DIFC,38,Indoor Shortcut,2,0,0.0,3,0.0,Moderate Summer (<42°C)
10379,Leisure Resident,Downtown Dubai,48,Indoor Shortcut,2,0,0.0,4,0.0,Extreme (>42°C)
10380,Tourist,Marina,33,Indoor Shortcut,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10381,Tourist,Deira,43,Metro-Taxi Combo,4,0,0.0,4,0.0,Extreme (>42°C)
10382,Daily Commuter,Downtown Dubai,41,Shaded Walking,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10383,Daily Commuter,Downtown Dubai,42,Metro-Taxi Combo,0,1,45.0,5,65.0,Moderate Summer (<42°C)
10384,Leisure Resident,DIFC,47,Indoor Shortcut,2,1,0.0,4,20.0,Extreme (>42°C)
10385,Daily Commuter,Downtown Dubai,48,Metro-Taxi Combo,0,0,0.0,5,0.0,Extreme (>42°C)
10386,Leisure Resident,Downtown Dubai,34,Indoor Shortcut,3,1,0.0,4,20.0,Moderate Summer (<42°C)
10387,Tourist,Downtown Dubai,47,Metro-Taxi Combo,0,1,0.0,5,20.0,Extreme (>42°C)
10388,Tourist,DIFC,37,Metro-Taxi Combo,5,0,0.0,3,0.0,Moderate Summer (<42°C)
10389,Daily Commuter,Deira,43,Indoor Shortcut,3,0,0.0,4,0.0,Extreme (>42°C)
10390,Leisure Resident,Deira,42,Metro-Taxi Combo,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10391,Leisure Resident,Downtown Dubai,46,Shaded Walking,2,0,0.0,5,0.0,Extreme (>42°C)
10392,Daily Commuter,DIFC,46,Metro-Taxi Combo,2,0,0.0,5,0.0,Extreme (>42°C)
10393,Daily Commuter,Deira,47,Metro-Taxi Combo,2,0,0.0,4,0.0,Extreme (>42°C)
10394,Daily Commuter,Deira,41,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10395,Tourist,Deira,43,Indoor Shortcut,4,0,0.0,4,0.0,Extreme (>42°C)
10397,Leisure Resident,DIFC,35,Metro-Taxi Combo,4,0,0.0,5,0.0,Moderate Summer (<42°C)
10398,Daily Commuter,Downtown Dubai,38,Indoor Shortcut,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10399,Daily Commuter,Jumeirah,33,Metro-Taxi Combo,2,1,0.0,5,20.0,Moderate Summer (<42°C)
10400,Daily Commuter,Deira,46,Metro-Taxi Combo,2,0,0.0,5,0.0,Extreme (>42°C)
10401,Tourist,Jumeirah,39,Shaded Walking,1,1,0.0,5,20.0,Moderate Summer (<42°C)
10402,Leisure Resident,DIFC,38,Shaded Walking,4,0,0.0,5,0.0,Moderate Summer (<42°C)
10403,Daily Commuter,DIFC,46,Indoor Shortcut,2,0,0.0,5,0.0,Extreme (>42°C)
10404,Leisure Resident,DIFC,45,Indoor Shortcut,4,0,0.0,5,0.0,Extreme (>42°C)
10405,Tourist,Jumeirah,39,Indoor Shortcut,2,1,0.0,5,20.0,Moderate Summer (<42°C)
10406,Leisure Resident,DIFC,43,Metro-Taxi Combo,3,1,0.0,5,20.0,Extreme (>42°C)
10407,Daily Commuter,Downtown Dubai,44,Shaded Walking,3,0,0.0,5,0.0,Extreme (>42°C)
10408,Tourist,DIFC,42,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10409,Leisure Resident,Marina,48,Shaded Walking,0,0,0.0,4,0.0,Extreme (>42°C)
10410,Tourist,Jumeirah,48,Indoor Shortcut,1,0,0.0,4,0.0,Extreme (>42°C)
10411,Tourist,Marina,35,Shaded Walking,2,0,0.0,3,0.0,Moderate Summer (<42°C)
10412,Leisure Resident,DIFC,39,Shaded Walking,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10413,Leisure Resident,Downtown Dubai,36,Shaded Walking,4,1,0.0,4,20.0,Moderate Summer (<42°C)
10415,Daily Commuter,DIFC,35,Shaded Walking,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10416,Daily Commuter,Downtown Dubai,46,Indoor Shortcut,4,0,0.0,5,0.0,Extreme (>42°C)
10417,Tourist,Jumeirah,43,Shaded Walking,4,1,0.0,4,20.0,Extreme (>42°C)
10418,Tourist,Marina,36,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10419,Daily Commuter,Marina,47,Shaded Walking,2,1,0.0,5,20.0,Extreme (>42°C)
10420,Daily Commuter,Marina,45,Indoor Shortcut,3,0,0.0,5,0.0,Extreme (>42°C)
10421,Daily Commuter,Jumeirah,41,Indoor Shortcut,0,1,0.0,4,20.0,Moderate Summer (<42°C)
10422,Daily Commuter,Downtown Dubai,38,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10423,Tourist,Jumeirah,44,Metro-Taxi Combo,2,0,0.0,5,0.0,Extreme (>42°C)
10424,Daily Commuter,Marina,36,Indoor Shortcut,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10425,Tourist,DIFC,34,Indoor Shortcut,2,1,0.0,5,20.0,Moderate Summer (<42°C)
10426,Daily Commuter,Deira,46,Shaded Walking,1,0,0.0,5,0.0,Extreme (>42°C)
10427,Daily Commuter,Jumeirah,35,Metro-Taxi Combo,1,1,0.0,5,20.0,Moderate Summer (<42°C)
10428,Leisure Resident,Jumeirah,46,Shaded Walking,0,0,0.0,5,0.0,Extreme (>42°C)
10429,Daily Commuter,Downtown Dubai,45,Indoor Shortcut,2,0,0.0,5,0.0,Extreme (>42°C)
10430,Tourist,Downtown Dubai,44,Indoor Shortcut,2,0,0.0,5,0.0,Extreme (>42°C)
10431,Tourist,Jumeirah,41,Shaded Walking,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10432,Daily Commuter,Marina,36,Shaded Walking,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10433,Daily Commuter,Deira,37,Metro-Taxi Combo,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10434,Tourist,Downtown Dubai,35,Metro-Taxi Combo,2,0,0.0,1,0.0,Moderate Summer (<42°C)
10435,Tourist,Marina,33,Indoor Shortcut,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10436,Daily Commuter,DIFC,47,Metro-Taxi Combo,3,0,0.0,1,0.0,Extreme (>42°C)
10437,Tourist,Downtown Dubai,36,Metro-Taxi Combo,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10438,Leisure Resident,Marina,35,Indoor Shortcut,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10439,Daily Commuter,Marina,44,Indoor Shortcut,1,0,0.0,4,0.0,Extreme (>42°C)
10440,Tourist,Deira,33,Indoor Shortcut,4,0,0.0,5,0.0,Moderate Summer (<42°C)
10441,Tourist,Deira,44,Indoor Shortcut,5,0,0.0,5,0.0,Extreme (>42°C)
10442,Leisure Resident,DIFC,42,Shaded Walking,1,1,75.0,5,95.0,Moderate Summer (<42°C)
10443,Daily Commuter,Marina,35,Indoor Shortcut,1,1,0.0,5,20.0,Moderate Summer (<42°C)
10444,Daily Commuter,Marina,46,Indoor Shortcut,4,1,0.0,4,20.0,Extreme (>42°C)
10445,Leisure Resident,Deira,35,Indoor Shortcut,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10446,Leisure Resident,Downtown Dubai,40,Metro-Taxi Combo,4,0,0.0,4,0.0,Moderate Summer (<42°C)
10447,Leisure Resident,Downtown Dubai,38,Indoor Shortcut,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10448,Daily Commuter,Jumeirah,37,Shaded Walking,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10450,Tourist,Jumeirah,46,Indoor Shortcut,0,0,0.0,1,0.0,Extreme (>42°C)
10451,Daily Commuter,Deira,46,Shaded Walking,2,0,0.0,4,0.0,Extreme (>42°C)
10452,Daily Commuter,DIFC,40,Metro-Taxi Combo,0,0,0.0,4,0.0,Moderate Summer (<42°C)
10453,Daily Commuter,Marina,35,Indoor Shortcut,4,0,0.0,5,0.0,Moderate Summer (<42°C)
10454,Leisure Resident,DIFC,36,Shaded Walking,3,1,0.0,4,20.0,Moderate Summer (<42°C)
10455,Tourist,Deira,42,Shaded Walking,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10456,Daily Commuter,Marina,36,Indoor Shortcut,0,0,0.0,3,0.0,Moderate Summer (<42°C)
10457,Tourist,Downtown Dubai,35,Shaded Walking,4,0,0.0,4,0.0,Moderate Summer (<42°C)
10458,Daily Commuter,Downtown Dubai,43,Indoor Shortcut,2,0,0.0,3,0.0,Extreme (>42°C)
10459,Tourist,Jumeirah,33,Shaded Walking,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10460,Tourist,Deira,44,Metro-Taxi Combo,1,0,0.0,3,0.0,Extreme (>42°C)
10461,Tourist,Deira,41,Shaded Walking,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10462,Daily Commuter,Downtown Dubai,40,Shaded Walking,2,1,0.0,5,20.0,Moderate Summer (<42°C)
10463,Daily Commuter,DIFC,41,Indoor Shortcut,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10464,Daily Commuter,Marina,38,Shaded Walking,2,0,0.0,4,0.0,Moderate Summer (<42°C)
10465,Leisure Resident,DIFC,35,Indoor Shortcut,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10466,Daily Commuter,DIFC,41,Metro-Taxi Combo,2,0,0.0,3,0.0,Moderate Summer (<42°C)
10467,Tourist,Downtown Dubai,34,Indoor Shortcut,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10468,Leisure Resident,Downtown Dubai,33,Indoor Shortcut,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10469,Tourist,Downtown Dubai,41,Shaded Walking,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10470,Leisure Resident,Jumeirah,33,Metro-Taxi Combo,0,1,75.0,5,95.0,Moderate Summer (<42°C)
10471,Tourist,DIFC,33,Indoor Shortcut,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10472,Leisure Resident,Deira,48,Shaded Walking,1,0,0.0,5,0.0,Extreme (>42°C)
10473,Tourist,Marina,47,Shaded Walking,2,0,0.0,3,0.0,Extreme (>42°C)
10474,Leisure Resident,Jumeirah,47,Indoor Shortcut,2,0,0.0,5,0.0,Extreme (>42°C)
10475,Daily Commuter,Deira,45,Shaded Walking,2,0,0.0,3,0.0,Extreme (>42°C)
10476,Leisure Resident,DIFC,38,Indoor Shortcut,1,1,0.0,5,20.0,Moderate Summer (<42°C)
10477,Tourist,Downtown Dubai,42,Indoor Shortcut,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10478,Daily Commuter,DIFC,32,Indoor Shortcut,2,0,0.0,3,0.0,Moderate Summer (<42°C)
10479,Leisure Resident,Marina,42,Metro-Taxi Combo,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10480,Daily Commuter,Jumeirah,35,Indoor Shortcut,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10481,Daily Commuter,Jumeirah,38,Shaded Walking,3,0,0.0,4,0.0,Moderate Summer (<42°C)
10482,Daily Commuter,Marina,46,Metro-Taxi Combo,0,0,0.0,2,0.0,Extreme (>42°C)
10483,Daily Commuter,Deira,43,Shaded Walking,0,0,0.0,5,0.0,Extreme (>42°C)
10484,Daily Commuter,Deira,48,Metro-Taxi Combo,1,0,0.0,5,0.0,Extreme (>42°C)
10485,Daily Commuter,Jumeirah,32,Metro-Taxi Combo,1,0,0.0,5,0.0,Moderate Summer (<42°C)
10486,Leisure Resident,Jumeirah,42,Metro-Taxi Combo,0,0,0.0,5,0.0,Moderate Summer (<42°C)
10487,Tourist,Downtown Dubai,32,Metro-Taxi Combo,2,0,0.0,3,0.0,Moderate Summer (<42°C)
10488,Tourist,Deira,46,Shaded Walking,2,0,0.0,5,0.0,Extreme (>42°C)
10489,Leisure Resident,Marina,41,Indoor Shortcut,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10490,Leisure Resident,Deira,38,Shaded Walking,0,1,0.0,5,20.0,Moderate Summer (<42°C)
10491,Daily Commuter,Downtown Dubai,33,Indoor Shortcut,3,0,0.0,3,0.0,Moderate Summer (<42°C)
10492,Daily Commuter,Jumeirah,41,Shaded Walking,0,1,0.0,5,20.0,Moderate Summer (<42°C)
10493,Tourist,Jumeirah,35,Metro-Taxi Combo,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10494,Tourist,Downtown Dubai,43,Metro-Taxi Combo,3,0,0.0,5,0.0,Extreme (>42°C)
10495,Daily Commuter,Marina,42,Indoor Shortcut,4,1,0.0,5,20.0,Moderate Summer (<42°C)
10496,Daily Commuter,Jumeirah,39,Indoor Shortcut,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10497,Daily Commuter,DIFC,42,Shaded Walking,2,0,0.0,5,0.0,Moderate Summer (<42°C)
10498,Tourist,Jumeirah,42,Indoor Shortcut,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10499,Leisure Resident,DIFC,44,Shaded Walking,4,0,0.0,4,0.0,Extreme (>42°C)
10500,Leisure Resident,Downtown Dubai,34,Indoor Shortcut,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10501,Daily Commuter,Downtown Dubai,43,Indoor Shortcut,3,0,0.0,5,0.0,Extreme (>42°C)
10502,Daily Commuter,Jumeirah,34,Indoor Shortcut,2,0,0.0,3,0.0,Moderate Summer (<42°C)
10503,Tourist,Deira,41,Metro-Taxi Combo,1,1,0.0,5,20.0,Moderate Summer (<42°C)
10504,Leisure Resident,DIFC,48,Metro-Taxi Combo,3,1,0.0,4,20.0,Extreme (>42°C)
10505,Daily Commuter,Marina,33,Shaded Walking,1,0,0.0,4,0.0,Moderate Summer (<42°C)
10506,Tourist,Jumeirah,48,Indoor Shortcut,0,0,0.0,5,0.0,Extreme (>42°C)
10507,Leisure Resident,Marina,47,Shaded Walking,3,0,0.0,5,0.0,Extreme (>42°C)
10508,Leisure Resident,Jumeirah,33,Indoor Shortcut,2,0,0.0,1,0.0,Moderate Summer (<42°C)
10509,Leisure Resident,Deira,37,Metro-Taxi Combo,3,0,0.0,5,0.0,Moderate Summer (<42°C)
10510,Daily Commuter,Deira,41,Metro-Taxi Combo,3,0,0.0,5,0.0,Moderate Summer (<42°C)
